SubCat,Headlines
/issues/nominations-appointments,[u'The Senate Filibuster The Media Ignored']
/issues/nominations-appointments,[u'What The Hagel Fiasco Told Us About The Press']
/issues/nominations-appointments,"[<em>NY Daily News</em>, u'\' Dan Friedman On Breitbart.com\'s False ""Friends of Hamas"" Story: I Would Have Googled It']"
/issues/nominations-appointments,"[u'Breitbart.com, ""Friends Of Hamas,"" And Enemies Of Accountability']"
/issues/nominations-appointments,[u'Here We Go Again: Right-Wing Media Goad GOP To Extend Court Vacancy Crises They Created']
/issues/nominations-appointments,[u'Media Underestimate Radical Court Decision As Continued Tool For GOP Obstructionism']
/issues/nominations-appointments,[u'Right-Wing Media Quote-Cropping Tactics On Display At Hagel Confirmation Hearing']
/issues/nominations-appointments,"[<em>WaPo</em>, u""'s Problem Isn't Rubin's Partisanship, It's Her Dishonesty""]"
/issues/nominations-appointments,[u'Right-Wing Media Push Fabricated Recess Appointment Controversy While Ignoring The Real One']
/issues/nominations-appointments,[u'Fox News Misrepresents Radical Court Decision That Undermines Decades Of Executive Action As Only A Victory Over President Obama']
/issues/nominations-appointments,"[<em>Fox News Sunday</em>, u' Invites Bill Kristol To Continue His Anti-Hagel Campaign']"
/issues/nominations-appointments,[u'Jennifer Rubin Invents Criticisms Of Obama Cabinet Nominees']
/issues/nominations-appointments,"[<em>Wall Street Journal</em>, u': No ""Loyalists"" At Treasury! (Except Under Bush)']"
/issues/nominations-appointments,"[<em>The Wall Street Journal</em>, u""'s Distorted Preemptive Strike Against Lew's Potential Treasury Nomination""]"
/issues/nominations-appointments,"[u'""Picking Fights"" In The Face Of Obstructionism']"
/issues/nominations-appointments,[u'What The Media Should Know About The Anti-Hagel Smear Campaign']
/issues/nominations-appointments,[u'CNN Privileges Bogus Argument That Hagel Is Anti-Israel']
/issues/nominations-appointments,"[u""Fox Targets Former GOP Senator In Campaign To Push Obstruction Of Obama's Second-Term Cabinet""]"
/issues/nominations-appointments,"[<em>Wall Street Journal</em>, u' Joins Fox\'s ""Swift Boat"" Campaign Against John Kerry']"
/issues/nominations-appointments,"[u'Bush Attorney General Uses ', <em>WSJ </em>, u""To Rewrite Rice's Statements On Benghazi Attack""]"
/issues/nominations-appointments,"[u'Fox\'s Juan Williams Says ""It\'s Time To End"" Politicized Benghazi Witch Hunt']"
/issues/nominations-appointments,[u'Hannity Hosts Dishonest Swift Boat Veterans Founder To Attack John Kerry']
/issues/nominations-appointments,"[u""Fox Tries To Obstruct Obama's Second-Term Cabinet Nominations""]"
/issues/nominations-appointments,[u'Fox News Casts Old Libya Information As New To Continue Politicizing Story']
/issues/nominations-appointments,[u'Fox Tries To Prevent Susan Rice Nomination With Libya Smears']
/issues/nominations-appointments,"[u'NRO\'s Whelan Endorses Conservative Obstructionism Behind ""Judicial Emergencies""']"
/issues/nominations-appointments,[u'Limbaugh Peddles Hysteria Over Possibility That Libya Embassy Was Recruiting Gay People']
/issues/nominations-appointments,[u'REPORT: CBS and NBC Evening News Shows Ignore Importance of Supreme Court In Election Coverage']
/issues/nominations-appointments,"[<em>Boston Globe</em>, u"" Ignores Unprecedented Conservative Obstruction Blocking Obama's Judges""]"
/issues/nominations-appointments,[u'Right Wing Tries To Move Goal Posts By Redefining Justice Roberts As Not Conservative']
/issues/nominations-appointments,"[u""Right-Wing Blogger Covers Up GOP's Historic Obstruction Of Obama Judicial Nominees""]"
/issues/nominations-appointments,"[u""Brace Yourself For Falsehoods: Hannity Promises Week-Long Vetting Of Obama's Appointees""]"
/issues/nominations-appointments,"[<em>Wash. Times</em>, u': Obama\'s Appointment Of Consumer Protection Chief Cordray Is ""Lawless,"" ""Tyranny""']"
/issues/nominations-appointments,"[u'Right-Wing Media Can\'t Get Their ""Bain"" Straight On New OMB Director']"
/issues/nominations-appointments,"[u""On MSNBC's "", <em>The Ed Show</em>, u"", Schultz Uses 2007 Audio To Highlight Limbaugh's Enthusiasm For Recess Appointment By Bush""]"
/issues/nominations-appointments,"[u'Limbaugh: Obama ""[Took] A Pee On The Constitution"" By Making Recess Appointments']"
/issues/nominations-appointments,"[<em>Fox &amp; Friends</em>, u' Ignores Historic GOP Obstructionism In Attacking Obama Over Cordray Appointment']"
/issues/nominations-appointments,"[u'Fox\'s Johnson Calls Obama\'s Recess Appointments A ""Vigilante Act Of An Imperial Presidency""']"
/issues/nominations-appointments,[u'2011: The Right-Wing Media Witch Hunt Against Obama Administration Officials Continues']
/issues/nominations-appointments,[u'Debunking The Media Smear Campaign Against Judicial Nominee Caitlin Halligan']
/issues/nominations-appointments,[u'Myths And Falsehoods About Judicial Nominee Caitlin Halligan']
/issues/nominations-appointments,"[u'Ed Whelan\'s ""Hilariously Confused"" Attack On Proposed Reform Of Judicial Confirmation Process']"
/issues/nominations-appointments,"[u""NRO's Whelan Suggests Civil Rights Work Doesn't Qualify Attorneys For Appointment To Important Court""]"
/issues/nominations-appointments,[u'Pat Buchanan: The Supreme Court Is Way Too Diverse']
/issues/nominations-appointments,"[u'Hannity Sat Down With J. Christian Adams But Didn\'t ""Pull Back The Curtain"" On Adams\' DOJ Falsehoods']"
/issues/nominations-appointments,"[u""WND's Aaron Klein Drags Out Tired Right-Wing Bogeymen To Stoke Fears Of White House Staffer""]"
/issues/nominations-appointments,"[<em>Fox &amp; Friends</em>, u' Asks If CEA Nominee Krueger Is ""A Nightmare For The Economy""']"
/issues/nominations-appointments,"[u'Fox\'s Huckabee Responds To Credit Downgrade: ""Ask Donald Trump To Be Treasury Secretary""']"
/issues/nominations-appointments,[u'The Smear That Failed: When Right-Wing Media Suggested Leon Panetta Was A Secret Communist']
/issues/nominations-appointments,"[u'Beck Says Leon Panetta Is ""Kind Of A Socialist"" And ""Kind Of Not Really Strong On Defense""']"
/issues/nominations-appointments,"[<em>Wash. Times</em>, u' Smears Yet Another Obama Nominee As A ""Radical""']"
/issues/nominations-appointments,"[u'Fox\'s Bolling Calls Obama Commerce Secretary Nominee An ""Eco-Terrorist""']"
/issues/nominations-appointments,"[u'Right-Wing Media Attack Obama Commerce Secretary Nominee As A ""Global Warming Fanatic"" And An ""Eco-Terrorist""']"
/issues/nominations-appointments,"[u'Bolling: Commerce Secretary Nominee John Bryson ""Is So Pro-Green"" That ""You Could Almost Call Him An Eco-Terrorist""']"
/issues/nominations-appointments,"[u""Fox Accidentally Justifies Obama's Online Rapid Response Group""]"
/issues/nominations-appointments,[u'Hoft Revives Anti-Gay Smears On Jennings After News He Is Leaving Education Dept.']
/issues/nominations-appointments,[u'Conservative Media Calls For Filibustering Liu Despite Prominent Bipartisan Support']
/issues/nominations-appointments,"[<em>WSJ</em>, u' Suggests GOP Should Filibuster Obama Nominee Goodwin Liu But Ignores Bipartisan Support For Him']"
/issues/nominations-appointments,"[u'Right-Wing Media Attack Obama Judicial Nominee Endorsed By Ken Starr, John Yoo, And Others']"
/issues/nominations-appointments,"[u""NRO's Whelan Advocates Filibustering Judicial Nominee Liu "", <em>Because</em>, u' Such Filibusters Are ""A Bad Practice""']"
/issues/nominations-appointments,"[u""Follow The Leader: Beck's Rhetoric Has Infected Fox News""]"
/issues/nominations-appointments,[u'National Review Comes Up Empty In Campaign To Keep Kagan From Hearing Health Care Cases']
/issues/nominations-appointments,[u'Beck Suggests Obama Adviser Power And Pulitzer Prize Commission Are Conspiring Against Israel']
/issues/nominations-appointments,"[u'Beck Says Obama Adviser Brennan Made ""Anti-Semitic"" Comment By Using Arabic Name For Jerusalem']"
/issues/nominations-appointments,"[u'Beck Continues To Distort Obama Adviser Samantha Power\'s Remark About ""Mammoth Protection Force""']"
/issues/nominations-appointments,"[u'More Evidence That Whelan Is Incorrect In Claiming Alito Did Not Employ An ""Empathy Standard""']"
/issues/nominations-appointments,"[u'Beck Falsely Blames Former DOJ Official Gorelick For ""Wall"" That Purportedly Contributed To 9/11']"
/issues/nominations-appointments,"[u'Whelan\'s Claim That Obama Wants Judges To Employ A ""Lawless Empathy Standard"" Runs Into Trouble']"
/issues/nominations-appointments,"[<em>Wash. Times</em>, u' Declares Judicial Nominee With Majority GOP Support A ""Radical""']"
/issues/nominations-appointments,"[u'Limbaugh Dubs Obama And Male National Security Advisors ""Sissies"" And ""The New Castrati""']"
/issues/nominations-appointments,"[u""NRO's Whelan Blinds Himself To Alito's Use Of Empathy In Westboro Case""]"
/issues/nominations-appointments,"[u""National Review Misfires In Attack On Obama Judicial Nominee Halligan's Gun Rights Record""]"
/issues/nominations-appointments,"[u'Whelan Says Critic Of His Attack On Obama Judicial Nominee Has ""Evidently Lost His Marbles""']"
/issues/nominations-appointments,[u'Whelan Bashes Conservative Legal Scholars In Desperate Attempt To Paint Judicial Nominee As An Extremist']
/issues/nominations-appointments,"[u""NRO's Whelan Casually Accuses An Obama Judicial Nominee Of Committing A Felony""]"
/issues/nominations-appointments,[u'Report: Roger Ailes Accused Of Telling Colleague To Lie To Feds']
/issues/nominations-appointments,"[u""Von Spakovsky's Attack On Judicial Nominee Falls Flat""]"
/issues/nominations-appointments,"[<em>National Review</em>, u"" Blogger's Conspiracy Theory Backfires""]"
/issues/nominations-appointments,"[<em>Wash. Times</em>, u' Joins Witch Hunt Against Judicial Nominee Halligan']"
/issues/nominations-appointments,[u'Von Spakovsky Finds A New Target For His Racism Charges']
/issues/nominations-appointments,[u'Another Bogus Attack On Judicial Nominee Halligan']
/issues/nominations-appointments,[u'Witch Hunt Targets Obama Judicial Nominee Caitlin Halligan']
/issues/nominations-appointments,"[u""Fox's "", <em>Follow The Money</em>, u' Calls Immelt\'s Administration Position ""The New Bro-O-Mance""']"
/issues/nominations-appointments,[u'Limbaugh Demands Congressional Investigation Of His Obama-GE Conspiracy Theory']
/issues/nominations-appointments,"[<em>Fox &amp; Friends</em>, u"" Wastes No Time In Attacking Obama's Selection Of Immelt To Lead Jobs Board""]"
/issues/nominations-appointments,"[u'Noelle Nikpour: Obama\'s Immelt Pick Is ""Pay Back,"" ""Chicago-Style Politics""']"
/issues/nominations-appointments,[u'Kristol Launches Bogus Attack On Recess Appointment of DOJ Official']
/issues/nominations-appointments,"[<em>Wash. Times</em>, u' Still Pushing Bogus Story That Obama Fired IG For Uncovering Fraud']"
/issues/nominations-appointments,"[u'Fox\'s Morris fearmongers about ""cyber-privacy czar"" before saying it might be a good idea']"
/issues/nominations-appointments,"[u'Limbaugh: ""All Democrats think the Constitution is wrong""']"
/issues/nominations-appointments,[u'Beck: Investors need to know what Cass Sunstein does on weekends']
/issues/nominations-appointments,"[u'Fox Nation uses Ahmadinejad speech to revive debunked Van Jones ""truther"" smear']"
/issues/nominations-appointments,[u'Witch hunt: Beck kicks off attack on Elizabeth Warren using same old bogeymen']
/issues/nominations-appointments,"[u'Gingrich: Sebelius ""should be forced to resign by the new Congress"" for ""behaving... in the spirit of the Soviet tyranny""']"
/issues/nominations-appointments,"[u""Right-wing blogs twist Holdren's clarification of 37-year-old book passage""]"
/issues/nominations-appointments,"[u'Kilmeade calls Rep. Issa the ""sheriff of Congress""']"
/issues/nominations-appointments,"[u'Levin: ""Kagan does not believe in the United States Constitution as written""']"
/issues/nominations-appointments,"[u'Islamophobic frenzy: Kagan is ""Justice Sharia""']"
/issues/nominations-appointments,"[u'Conservative media called Bolton a ""Clinton appointee,"" silent on who nominated Walker']"
/issues/nominations-appointments,"[u""Beck's pants still on fire: just keeps pushing falsehood about Holdren and sterilants in drinking water""]"
/issues/nominations-appointments,"[u'Beck: Kagan is ""a destroyer of the Constitution""']"
/issues/nominations-appointments,"[u""The right-wing echo chamber's transparent attempt to delay Kagan's vote""]"
/issues/nominations-appointments,"[u'Beck resumes freakout over ""manufacturing czar"" Bloom\'s use of frequently cited Mao quote']"
/issues/nominations-appointments,"[u""The latest bogus attack on Kagan: She's anti-small business""]"
/issues/nominations-appointments,"[u'Complaining about Arizona immigration decision, Limbaugh attacks Sotomayor and Kagan as ""activists"" -- not judges']"
/issues/nominations-appointments,"[u'WND throws the kitchen sink at Kagan to promote ""Stop Kagan"" scam']"
/issues/nominations-appointments,"[u'NRO\'s desperate attack on finding that Roberts Court is the most conservative ""in living memory""']"
/issues/nominations-appointments,"[<em>IBD</em>, u"" columnist attacks Kagan's family and roots""]"
/issues/nominations-appointments,"[u'Contrary to conservatives\' claims, study shows Roberts Court is ""the most conservative one in living memory""']"
/issues/nominations-appointments,"[u'Rush: ""Not qualified"" Sotomayor, Kagan discuss ""life experience"" because ""they\'re women -- that means they\'re victims""']"
/issues/nominations-appointments,"[<em>WSJ</em>, u' attacks Kagan for totally appropriate decision to scale back participation in DOJ work']"
/issues/nominations-appointments,"[u'Writer of anti-Kagan ', <em>WSJ</em>, u' op-ed has long history of support for conservative causes']"
/issues/nominations-appointments,"[u'Kirsten Powers on Fox News\' attacks on Berwick: ""These are character assassinations""']"
/issues/nominations-appointments,"[<em>Wash Times</em>, u' pairs Islamophobic column with image of Kagan in turban']"
/issues/nominations-appointments,"[u""Severino can't let go of argument that Kagan must recuse herself in health care case""]"
/issues/nominations-appointments,"[u""UPDATED: Myths and falsehoods about Elena Kagan's Supreme Court nomination""]"
/issues/nominations-appointments,"[u'Rush reads from ', <em>American Spectator</em>, u' piece to falsely suggest Kagan covered up plagiarism']"
/issues/nominations-appointments,"[u'Roland Martin: Media outlets are ""afraid"" of criticism resulting from Fox\'s hyping of phony New Black Panthers scandal']"
/issues/nominations-appointments,[u'Right-wing bloggers promote false suggestion that Kagan lied about abortion issue']
/issues/nominations-appointments,[u'Witch hunt: National Review Online lobs another bogus attack on judicial nominee Butler']
/issues/nominations-appointments,"[u'In falsehood-laden rant, Levin declares: ""Any Republican who votes for"" Kagan ""is voting ... for tyranny""']"
/issues/nominations-appointments,[u'Tony Blankley pushes natural law myth to call for filibustering Kagan']
/issues/nominations-appointments,"[u""Right-wing media attack Kagan's accurate testimony on Commerce Clause""]"
/issues/nominations-appointments,"[<em>WSJ</em>, u' mad that GOP did not dig up evidence requiring Kagan recusal in health care case']"
/issues/nominations-appointments,"[u'Wallace revives tired right-wing attacks on ""controversial"" Berwick quotes']"
/issues/nominations-appointments,[u'Whelan revives myth that Kagan ditched constitutional duty in DOMA case']
/issues/nominations-appointments,"[<em>Wash. Times</em>, u' pushes slew of tired smears in attack on Kagan and Obama administration']"
/issues/nominations-appointments,"[u'Bozell on ', <em>Fox &amp; Friends</em>, u': Berwick is ""a proud socialist""']"
/issues/nominations-appointments,[u'Beck reels off falsehoods in freakout over Berwick appointment']
/issues/nominations-appointments,"[<em>NY Post</em>, u' advances false claim that Berwick\'s recess appointment is ""unprecedented""']"
/issues/nominations-appointments,[u'Right-wing media rehash tired attacks on CMS pick Berwick']
/issues/nominations-appointments,[u'Erickson opens new round of attacks on Berwick']
/issues/nominations-appointments,"[u""RedState's Darling acknowledges that part of his argument against Kagan's gun views was bunk""]"
/issues/nominations-appointments,[u'Whelan dissembles to back up his false claim that Kagan refused to defend federal law']
/issues/nominations-appointments,"[<em>Las Vegas Review-Journal</em>, u' attacks Kagan for filing brief that defended ban on animal ""crush videos""']"
/issues/nominations-appointments,"[u'Savage calls Kagan ""a stooge"" of the ""machine that is trying to move us into international law,"" ""away from"" the Constitution']"
/issues/nominations-appointments,"[<em>Wash.</em>, u' Times Kuhner develops Kagan Derangement Syndrome']"
/issues/nominations-appointments,"[u'Hannity, Gingrich join to push Kagan myths, falsehoods']"
/issues/nominations-appointments,"[u'Baier falsely claimed Obama White House ""offered something"" to Romanoff']"
/issues/nominations-appointments,[u'Another radical comes out against Kagan']
/issues/nominations-appointments,[u'Hoft falsely claims Kagan lied to the Supreme Court']
/issues/nominations-appointments,[u'Red State reaches back to utterly debunked talking point to attack Kagan on gun issue']
/issues/nominations-appointments,"[<em>Wash. Times</em>, u' disregards facts to accuse Kagan of ""abett[ing] legalized infanticide""']"
/issues/nominations-appointments,"[u'Savage claims it\'s ""well known"" that Kagan is of the lesbian ""orientation""']"
/issues/nominations-appointments,"[u""Beck suggests Obama will use ambassadorships to get votes during Congress' lame-duck session""]"
/issues/nominations-appointments,"[<em>NY Post</em>, u', ', <em>WSJ</em>, u"" advance baseless attack that Kagan's Commerce Clause comments were extreme""]"
/issues/nominations-appointments,"[u""Varney advances baseless attack that Kagan's Commerce Clause comments are extreme""]"
/issues/nominations-appointments,"[u""National Review attacks Kagan for noncontroversial statement that she wouldn't rely on natural rights""]"
/issues/nominations-appointments,[u'Kopel rehashes old Second Amendment myths about Kagan in Senate testimony']
/issues/nominations-appointments,"[u'Savage says ""Kagan the pagan...is not married and has no family, and yes, that does matter""']"
/issues/nominations-appointments,"[u'Rush: ""It sounds to me like"" Kagan ""may have a bigger problem with me eating an egg than with a woman killing her child""']"
/issues/nominations-appointments,"[<em>Wash. Times </em>, u'twists facts to bash Kagan, Sotomayor']"
/issues/nominations-appointments,[u'Right-wing Kagan coverage: Franken blinked']
/issues/nominations-appointments,[u'Right-wing media change standard on questions a Supreme Court nominee should answer']
/issues/nominations-appointments,"[u'Kagan did not ""manipulate medical science"" on abortion issue']"
/issues/nominations-appointments,"[u""Howard Kurtz doesn't understand journalism""]"
/issues/nominations-appointments,"[u'Savage: ""Kagan the Pagan"" is ""an unqualified, radical progressive""']"
/issues/nominations-appointments,"[<em>NYPost</em>, u' promotes bogus claim that Kagan lied about military recruiting']"
/issues/nominations-appointments,"[u'Cameron, Barnes promote myths on Kagan, military recruiting']"
/issues/nominations-appointments,"[<em>Politics Daily</em>, u'\'s Murphy explains to Hannity that military recruiters ""weren\'t kicked off campus"" under Kagan']"
